,AskPrice,BidPrice,AskVolume,BidVolume
2020-12-22 09:23:18.000,4560.0,4559.0,70.0,13.0
2020-12-22 09:23:18.500,4560.0,4559.0,192.0,3.0
2020-12-22 09:23:19.000,4559.0,4558.0,2.0,299.0
2020-12-22 09:23:19.500,4560.0,4559.0,191.0,34.0
2020-12-22 09:23:20.000,4560.0,4559.0,161.0,38.0
2020-12-22 09:23:20.500,4560.0,4559.0,191.0,57.0
2020-12-22 09:23:21.000,4560.0,4559.0,189.0,193.0
2020-12-22 09:23:21.500,4561.0,4560.0,243.0,170.0
2020-12-22 09:23:22.000,4561.0,4560.0,240.0,186.0
2020-12-22 09:23:22.500,4561.0,4560.0,77.0,156.0
2020-12-22 09:23:23.000,4562.0,4561.0,117.0,45.0
2020-12-22 09:23:23.500,4562.0,4561.0,69.0,74.0
2020-12-22 09:23:24.000,4562.0,4561.0,75.0,84.0
2020-12-22 09:23:24.500,4562.0,4561.0,81.0,83.0
2020-12-22 09:23:25.000,4562.0,4561.0,79.0,63.0
2020-12-22 09:23:25.500,4561.0,4560.0,167.0,182.0
2020-12-22 09:23:26.000,4561.0,4560.0,137.0,172.0
2020-12-22 09:23:26.500,4560.0,4559.0,164.0,288.0
2020-12-22 09:23:27.000,4560.0,4559.0,35.0,292.0
2020-12-22 09:23:27.500,4561.0,4560.0,47.0,184.0
2020-12-22 09:23:28.000,4561.0,4560.0,68.0,189.0
2020-12-22 09:23:28.500,4561.0,4560.0,67.0,213.0
2020-12-22 09:23:29.000,4561.0,4560.0,57.0,420.0
2020-12-22 09:23:29.500,4562.0,4561.0,92.0,2.0
2020-12-22 09:23:30.000,4561.0,4560.0,114.0,340.0
2020-12-22 09:23:30.500,4561.0,4560.0,122.0,333.0
2020-12-22 09:23:31.000,4561.0,4560.0,37.0,390.0
2020-12-22 09:23:31.500,4561.0,4560.0,40.0,384.0
2020-12-22 09:23:32.000,4561.0,4560.0,21.0,449.0
2020-12-22 09:23:32.500,4561.0,4560.0,17.0,441.0
2020-12-22 09:23:33.000,4561.0,4560.0,24.0,442.0
2020-12-22 09:23:33.500,4561.0,4560.0,20.0,637.0
2020-12-22 09:23:34.000,4561.0,4560.0,11.0,590.0
2020-12-22 09:23:34.500,4561.0,4560.0,16.0,588.0
2020-12-22 09:23:35.000,4562.0,4561.0,126.0,97.0
2020-12-22 09:23:35.500,4561.0,4560.0,23.0,544.0
2020-12-22 09:23:36.000,4561.0,4560.0,57.0,539.0
2020-12-22 09:23:36.500,4561.0,4560.0,72.0,542.0
2020-12-22 09:23:37.000,4561.0,4560.0,43.0,324.0
2020-12-22 09:23:37.500,4561.0,4560.0,120.0,182.0
2020-12-22 09:23:38.000,4560.0,4559.0,109.0,300.0
2020-12-22 09:23:38.500,4560.0,4559.0,112.0,259.0
2020-12-22 09:23:39.000,4560.0,4559.0,128.0,261.0
2020-12-22 09:23:39.500,4560.0,4559.0,123.0,269.0
2020-12-22 09:23:40.000,4560.0,4559.0,112.0,234.0
2020-12-22 09:23:40.500,4560.0,4559.0,41.0,244.0
2020-12-22 09:23:41.000,4560.0,4559.0,31.0,261.0
2020-12-22 09:23:41.500,4561.0,4560.0,170.0,44.0
2020-12-22 09:23:42.000,4561.0,4560.0,171.0,1.0
2020-12-22 09:23:42.500,4561.0,4560.0,173.0,45.0
2020-12-22 09:23:43.000,4561.0,4560.0,171.0,6.0
2020-12-22 09:23:43.500,4561.0,4560.0,162.0,35.0
2020-12-22 09:23:44.000,4561.0,4560.0,151.0,40.0
2020-12-22 09:23:44.500,4561.0,4560.0,153.0,23.0
2020-12-22 09:23:45.000,4561.0,4560.0,155.0,8.0
2020-12-22 09:23:45.500,4560.0,4559.0,241.0,300.0
2020-12-22 09:23:46.000,4560.0,4559.0,240.0,88.0
2020-12-22 09:23:46.500,4560.0,4558.0,253.0,391.0
2020-12-22 09:23:47.000,4560.0,4559.0,237.0,28.0
2020-12-22 09:23:47.500,4560.0,4559.0,180.0,34.0
2020-12-22 09:23:48.000,4560.0,4559.0,105.0,83.0
2020-12-22 09:23:48.500,4561.0,4560.0,150.0,7.0
2020-12-22 09:23:49.000,4560.0,4559.0,6.0,144.0
2020-12-22 09:23:49.500,4560.0,4559.0,4.0,66.0
2020-12-22 09:23:50.000,4560.0,4559.0,7.0,89.0
2020-12-22 09:23:50.500,4560.0,4559.0,25.0,118.0
2020-12-22 09:23:51.000,4560.0,4559.0,10.0,104.0
2020-12-22 09:23:51.500,4561.0,4560.0,81.0,24.0
2020-12-22 09:23:52.000,4560.0,4559.0,68.0,154.0
2020-12-22 09:23:52.500,4561.0,4560.0,89.0,49.0
2020-12-22 09:23:53.000,4561.0,4560.0,98.0,91.0
2020-12-22 09:23:53.500,4561.0,4560.0,93.0,121.0
2020-12-22 09:23:54.000,4561.0,4560.0,92.0,111.0
2020-12-22 09:23:54.500,4561.0,4560.0,85.0,110.0
2020-12-22 09:23:55.000,4561.0,4560.0,85.0,108.0
2020-12-22 09:23:55.500,4561.0,4560.0,84.0,111.0
2020-12-22 09:23:56.000,4561.0,4560.0,1.0,96.0
2020-12-22 09:23:56.500,4562.0,4561.0,639.0,34.0
2020-12-22 09:23:57.000,4561.0,4560.0,10.0,53.0
2020-12-22 09:23:57.500,4561.0,4560.0,39.0,63.0
2020-12-22 09:23:58.000,4561.0,4560.0,119.0,51.0
2020-12-22 09:23:58.500,4561.0,4560.0,117.0,24.0
2020-12-22 09:23:59.000,4561.0,4560.0,124.0,19.0
2020-12-22 09:23:59.500,4561.0,4560.0,137.0,11.0
2020-12-22 09:24:00.000,4560.0,4559.0,28.0,168.0
2020-12-22 09:24:00.500,4561.0,4560.0,134.0,17.0
2020-12-22 09:24:01.000,4561.0,4560.0,166.0,43.0
2020-12-22 09:24:01.500,4561.0,4560.0,147.0,35.0
2020-12-22 09:24:02.000,4560.0,4559.0,293.0,169.0
2020-12-22 09:24:02.500,4559.0,4558.0,13.0,410.0
2020-12-22 09:24:03.000,4558.0,4557.0,5.0,36.0
2020-12-22 09:24:03.500,4558.0,4557.0,122.0,10.0
2020-12-22 09:24:04.000,4557.0,4556.0,104.0,384.0
2020-12-22 09:24:04.500,4557.0,4556.0,87.0,345.0
2020-12-22 09:24:05.000,4557.0,4556.0,80.0,319.0
2020-12-22 09:24:05.500,4557.0,4556.0,79.0,91.0
2020-12-22 09:24:06.000,4557.0,4555.0,94.0,925.0
2020-12-22 09:24:06.500,4556.0,4555.0,85.0,907.0
2020-12-22 09:24:07.000,4556.0,4555.0,131.0,599.0
2020-12-22 09:24:07.500,4555.0,4554.0,55.0,51.0
2020-12-22 09:24:08.000,4554.0,4553.0,309.0,147.0
2020-12-22 09:24:08.500,4554.0,4553.0,22.0,75.0
2020-12-22 09:24:09.000,4554.0,4553.0,1.0,112.0
2020-12-22 09:24:09.500,4555.0,4554.0,23.0,311.0
2020-12-22 09:24:10.000,4556.0,4554.0,17.0,292.0
2020-12-22 09:24:10.500,4557.0,4556.0,201.0,149.0
2020-12-22 09:24:11.000,4556.0,4555.0,224.0,11.0
2020-12-22 09:24:11.500,4555.0,4554.0,5.0,254.0
2020-12-22 09:24:12.000,4555.0,4554.0,85.0,224.0
2020-12-22 09:24:12.500,4556.0,4555.0,165.0,18.0
2020-12-22 09:24:13.000,4556.0,4555.0,158.0,11.0
2020-12-22 09:24:13.500,4555.0,4554.0,4.0,181.0
2020-12-22 09:24:14.000,4556.0,4555.0,128.0,227.0
2020-12-22 09:24:14.500,4556.0,4555.0,134.0,466.0
2020-12-22 09:24:15.000,4557.0,4556.0,213.0,15.0
2020-12-22 09:24:15.500,4556.0,4555.0,84.0,201.0
2020-12-22 09:24:16.000,4556.0,4555.0,137.0,19.0
2020-12-22 09:24:16.500,4555.0,4554.0,100.0,218.0
2020-12-22 09:24:17.000,4555.0,4554.0,96.0,210.0
2020-12-22 09:24:17.500,4556.0,4555.0,173.0,132.0
2020-12-22 09:24:18.000,4556.0,4555.0,168.0,59.0
2020-12-22 09:24:18.500,4556.0,4555.0,170.0,14.0
2020-12-22 09:24:19.000,4556.0,4555.0,171.0,99.0
2020-12-22 09:24:19.500,4555.0,4554.0,9.0,231.0
2020-12-22 09:24:20.000,4556.0,4555.0,326.0,200.0
2020-12-22 09:24:20.500,4556.0,4555.0,335.0,23.0
2020-12-22 09:24:21.000,4555.0,4554.0,31.0,250.0
2020-12-22 09:24:21.500,4556.0,4555.0,285.0,96.0
2020-12-22 09:24:22.000,4557.0,4556.0,212.0,27.0
2020-12-22 09:24:22.500,4556.0,4555.0,5.0,164.0
2020-12-22 09:24:23.000,4557.0,4556.0,231.0,58.0
2020-12-22 09:24:23.500,4557.0,4556.0,74.0,51.0
2020-12-22 09:24:24.000,4558.0,4557.0,212.0,37.0
2020-12-22 09:24:24.500,4557.0,4556.0,13.0,124.0
2020-12-22 09:24:25.000,4557.0,4556.0,28.0,132.0
2020-12-22 09:24:25.500,4557.0,4556.0,96.0,130.0
2020-12-22 09:24:26.000,4557.0,4556.0,108.0,123.0
2020-12-22 09:24:26.500,4557.0,4556.0,129.0,92.0
2020-12-22 09:24:27.000,4557.0,4555.0,92.0,698.0
2020-12-22 09:24:27.500,4557.0,4556.0,202.0,43.0
2020-12-22 09:24:28.000,4556.0,4555.0,262.0,295.0
2020-12-22 09:24:28.500,4555.0,4554.0,100.0,289.0
2020-12-22 09:24:29.000,4554.0,4553.0,73.0,83.0
2020-12-22 09:24:29.500,4554.0,4553.0,159.0,49.0
2020-12-22 09:24:30.000,4554.0,4553.0,195.0,15.0
2020-12-22 09:24:30.500,4555.0,4553.0,200.0,16.0
2020-12-22 09:24:31.000,4555.0,4554.0,205.0,1.0
2020-12-22 09:24:31.500,4554.0,4553.0,270.0,36.0
2020-12-22 09:24:32.000,4554.0,4553.0,258.0,24.0
2020-12-22 09:24:32.500,4553.0,4552.0,1.0,167.0
2020-12-22 09:24:33.000,4554.0,4553.0,235.0,90.0
2020-12-22 09:24:33.500,4555.0,4554.0,226.0,69.0
2020-12-22 09:24:34.000,4556.0,4554.0,142.0,172.0
2020-12-22 09:24:34.500,4556.0,4555.0,123.0,87.0
2020-12-22 09:24:35.000,4556.0,4555.0,149.0,78.0
2020-12-22 09:24:35.500,4555.0,4554.0,328.0,356.0
2020-12-22 09:24:36.000,4555.0,4554.0,299.0,288.0
2020-12-22 09:24:36.500,4555.0,4554.0,302.0,268.0
2020-12-22 09:24:37.000,4555.0,4554.0,311.0,299.0
2020-12-22 09:24:37.500,4555.0,4554.0,406.0,268.0
2020-12-22 09:24:38.000,4555.0,4554.0,337.0,239.0
2020-12-22 09:24:38.500,4555.0,4554.0,375.0,232.0
2020-12-22 09:24:39.000,4555.0,4554.0,372.0,246.0
2020-12-22 09:24:39.500,4555.0,4554.0,367.0,242.0
2020-12-22 09:24:40.000,4555.0,4554.0,372.0,237.0
2020-12-22 09:24:40.500,4555.0,4554.0,401.0,234.0
2020-12-22 09:24:41.000,4555.0,4554.0,329.0,216.0
2020-12-22 09:24:41.500,4557.0,4556.0,226.0,41.0
2020-12-22 09:24:42.000,4556.0,4555.0,26.0,190.0
2020-12-22 09:24:42.500,4557.0,4556.0,225.0,8.0
2020-12-22 09:24:43.000,4557.0,4556.0,178.0,24.0
2020-12-22 09:24:43.500,4557.0,4556.0,174.0,77.0
2020-12-22 09:24:44.000,4557.0,4556.0,7.0,81.0
2020-12-22 09:24:44.500,4557.0,4556.0,4.0,113.0
2020-12-22 09:24:45.000,4558.0,4557.0,253.0,85.0
2020-12-22 09:24:45.500,4557.0,4556.0,1.0,116.0
2020-12-22 09:24:46.000,4556.0,4555.0,30.0,181.0
2020-12-22 09:24:46.500,4556.0,4555.0,70.0,175.0
2020-12-22 09:24:47.000,4556.0,4555.0,94.0,170.0
2020-12-22 09:24:47.500,4556.0,4555.0,73.0,171.0
2020-12-22 09:24:48.000,4556.0,4555.0,78.0,117.0
2020-12-22 09:24:48.500,4555.0,4554.0,44.0,245.0
2020-12-22 09:24:49.000,4555.0,4554.0,157.0,237.0
2020-12-22 09:24:49.500,4554.0,4553.0,95.0,150.0
2020-12-22 09:24:50.000,4554.0,4553.0,106.0,167.0
2020-12-22 09:24:50.500,4554.0,4553.0,72.0,154.0
2020-12-22 09:24:51.000,4554.0,4553.0,136.0,127.0
2020-12-22 09:24:51.500,4554.0,4553.0,152.0,117.0
2020-12-22 09:24:52.000,4554.0,4553.0,144.0,146.0
2020-12-22 09:24:52.500,4554.0,4552.0,131.0,269.0
2020-12-22 09:24:53.000,4553.0,4552.0,19.0,267.0
2020-12-22 09:24:53.500,4553.0,4552.0,25.0,269.0
2020-12-22 09:24:54.000,4554.0,4553.0,141.0,28.0
2020-12-22 09:24:54.500,4553.0,4552.0,8.0,303.0
2020-12-22 09:24:55.000,4554.0,4553.0,117.0,46.0
2020-12-22 09:24:55.500,4553.0,4552.0,21.0,301.0
2020-12-22 09:24:56.000,4553.0,4552.0,49.0,309.0
2020-12-22 09:24:56.500,4554.0,4552.0,127.0,309.0
2020-12-22 09:24:57.000,4554.0,4553.0,112.0,140.0
2020-12-22 09:24:57.500,4554.0,4553.0,10.0,139.0
2020-12-22 09:24:58.000,4555.0,4553.0,234.0,70.0
2020-12-22 09:24:58.500,4554.0,4553.0,32.0,126.0
2020-12-22 09:24:59.000,4555.0,4553.0,239.0,124.0
2020-12-22 09:24:59.500,4555.0,4554.0,235.0,1.0
2020-12-22 09:25:00.000,4555.0,4554.0,232.0,174.0
2020-12-22 09:25:00.500,4555.0,4554.0,217.0,73.0
2020-12-22 09:25:01.000,4555.0,4554.0,168.0,17.0
2020-12-22 09:25:01.500,4555.0,4554.0,174.0,335.0
2020-12-22 09:25:02.000,4556.0,4555.0,139.0,16.0
2020-12-22 09:25:02.500,4556.0,4555.0,122.0,194.0
2020-12-22 09:25:03.000,4556.0,4555.0,59.0,9.0
2020-12-22 09:25:03.500,4555.0,4554.0,75.0,391.0
2020-12-22 09:25:04.000,4555.0,4554.0,11.0,328.0
2020-12-22 09:25:04.500,4556.0,4555.0,128.0,4.0
2020-12-22 09:25:05.000,4556.0,4555.0,93.0,15.0
2020-12-22 09:25:05.500,4556.0,4555.0,102.0,9.0
2020-12-22 09:25:06.000,4556.0,4555.0,98.0,65.0
2020-12-22 09:25:06.500,4556.0,4555.0,86.0,1.0
2020-12-22 09:25:07.000,4556.0,4555.0,250.0,35.0
2020-12-22 09:25:07.500,4556.0,4555.0,158.0,28.0
2020-12-22 09:25:08.000,4556.0,4555.0,158.0,183.0
2020-12-22 09:25:08.500,4557.0,4556.0,166.0,175.0
2020-12-22 09:25:09.000,4557.0,4556.0,99.0,293.0
2020-12-22 09:25:09.500,4558.0,4557.0,253.0,78.0
2020-12-22 09:25:10.000,4558.0,4557.0,233.0,97.0
2020-12-22 09:25:10.500,4558.0,4557.0,233.0,101.0
2020-12-22 09:25:11.000,4557.0,4556.0,259.0,513.0
2020-12-22 09:25:11.500,4557.0,4556.0,179.0,503.0
2020-12-22 09:25:12.000,4557.0,4556.0,311.0,523.0
2020-12-22 09:25:12.500,4556.0,4555.0,77.0,201.0
2020-12-22 09:25:13.000,4556.0,4554.0,140.0,226.0
2020-12-22 09:25:13.500,4555.0,4554.0,1.0,216.0
2020-12-22 09:25:14.000,4556.0,4555.0,161.0,16.0
2020-12-22 09:25:14.500,4555.0,4554.0,114.0,211.0
2020-12-22 09:25:15.000,4555.0,4554.0,54.0,106.0
2020-12-22 09:25:15.500,4555.0,4554.0,32.0,130.0
2020-12-22 09:25:16.000,4556.0,4555.0,82.0,1.0
2020-12-22 09:25:16.500,4556.0,4555.0,138.0,1.0
2020-12-22 09:25:17.000,4556.0,4555.0,139.0,11.0
2020-12-22 09:25:17.500,4555.0,4554.0,48.0,106.0
2020-12-22 09:25:18.000,4555.0,4554.0,63.0,113.0
2020-12-22 09:25:18.500,4555.0,4554.0,35.0,116.0
2020-12-22 09:25:19.000,4556.0,4554.0,143.0,168.0
2020-12-22 09:25:19.500,4556.0,4555.0,193.0,43.0
2020-12-22 09:25:20.000,4555.0,4554.0,9.0,59.0
2020-12-22 09:25:20.500,4555.0,4554.0,175.0,200.0
2020-12-22 09:25:21.000,4555.0,4554.0,183.0,141.0
2020-12-22 09:25:21.500,4554.0,4553.0,253.0,225.0
2020-12-22 09:25:22.000,4554.0,4553.0,295.0,221.0
2020-12-22 09:25:22.500,4554.0,4553.0,1.0,214.0
2020-12-22 09:25:23.000,4555.0,4554.0,186.0,283.0
2020-12-22 09:25:23.500,4555.0,4554.0,176.0,303.0
2020-12-22 09:25:24.000,4555.0,4554.0,173.0,365.0
2020-12-22 09:25:24.500,4555.0,4554.0,155.0,366.0
2020-12-22 09:25:25.000,4556.0,4555.0,153.0,99.0
2020-12-22 09:25:25.500,4556.0,4555.0,144.0,263.0
2020-12-22 09:25:26.000,4556.0,4555.0,129.0,272.0
2020-12-22 09:25:26.500,4556.0,4555.0,135.0,281.0
2020-12-22 09:25:27.000,4556.0,4555.0,134.0,230.0
2020-12-22 09:25:27.500,4556.0,4555.0,132.0,134.0
2020-12-22 09:25:28.000,4556.0,4555.0,133.0,136.0
2020-12-22 09:25:28.500,4556.0,4555.0,73.0,133.0
2020-12-22 09:25:29.000,4557.0,4556.0,208.0,205.0
2020-12-22 09:25:29.500,4556.0,4555.0,147.0,63.0
2020-12-22 09:25:30.000,4557.0,4556.0,198.0,34.0
2020-12-22 09:25:30.500,4556.0,4555.0,4.0,75.0
2020-12-22 09:25:31.000,4557.0,4556.0,197.0,77.0
2020-12-22 09:25:31.500,4557.0,4556.0,191.0,29.0
2020-12-22 09:25:32.000,4557.0,4556.0,191.0,37.0
2020-12-22 09:25:32.500,4557.0,4556.0,188.0,85.0
2020-12-22 09:25:33.000,4557.0,4556.0,191.0,93.0
2020-12-22 09:25:33.500,4557.0,4556.0,192.0,66.0
2020-12-22 09:25:34.000,4557.0,4556.0,192.0,70.0
2020-12-22 09:25:34.500,4557.0,4556.0,278.0,70.0
2020-12-22 09:25:35.000,4557.0,4556.0,290.0,3.0
2020-12-22 09:25:35.500,4557.0,4556.0,269.0,77.0
2020-12-22 09:25:36.000,4557.0,4556.0,258.0,93.0
2020-12-22 09:25:36.500,4557.0,4556.0,256.0,8.0
2020-12-22 09:25:37.000,4556.0,4555.0,45.0,269.0
2020-12-22 09:25:37.500,4556.0,4555.0,150.0,275.0
2020-12-22 09:25:38.000,4556.0,4555.0,150.0,237.0
2020-12-22 09:25:38.500,4556.0,4555.0,153.0,225.0
2020-12-22 09:25:39.000,4556.0,4555.0,160.0,219.0
2020-12-22 09:25:39.500,4557.0,4556.0,284.0,30.0
2020-12-22 09:25:40.000,4556.0,4555.0,118.0,220.0
2020-12-22 09:25:40.500,4556.0,4555.0,9.0,220.0
2020-12-22 09:25:41.000,4556.0,4555.0,66.0,227.0
2020-12-22 09:25:41.500,4556.0,4555.0,70.0,229.0
2020-12-22 09:25:42.000,4556.0,4555.0,134.0,230.0
2020-12-22 09:25:42.500,4556.0,4555.0,136.0,219.0
2020-12-22 09:25:43.000,4556.0,4555.0,125.0,219.0
2020-12-22 09:25:43.500,4556.0,4555.0,112.0,222.0
2020-12-22 09:25:44.000,4556.0,4555.0,113.0,219.0
2020-12-22 09:25:44.500,4556.0,4555.0,109.0,214.0
2020-12-22 09:25:45.000,4556.0,4555.0,135.0,213.0
2020-12-22 09:25:45.500,4557.0,4556.0,324.0,25.0
2020-12-22 09:25:46.000,4555.0,4554.0,314.0,270.0
2020-12-22 09:25:46.500,4557.0,4555.0,327.0,200.0
2020-12-22 09:25:47.000,4556.0,4555.0,2.0,224.0
2020-12-22 09:25:47.500,4556.0,4555.0,3.0,217.0
2020-12-22 09:25:48.000,4556.0,4555.0,24.0,19.0
2020-12-22 09:25:48.500,4556.0,4555.0,142.0,28.0
2020-12-22 09:25:49.000,4556.0,4554.0,151.0,272.0
2020-12-22 09:25:49.500,4555.0,4554.0,70.0,272.0
2020-12-22 09:25:50.000,4555.0,4554.0,61.0,283.0
2020-12-22 09:25:50.500,4556.0,4555.0,196.0,9.0
2020-12-22 09:25:51.000,4556.0,4555.0,217.0,49.0
2020-12-22 09:25:51.500,4555.0,4554.0,4.0,279.0
2020-12-22 09:25:52.000,4556.0,4555.0,179.0,14.0
2020-12-22 09:25:52.500,4556.0,4555.0,161.0,1.0
2020-12-22 09:25:53.000,4556.0,4555.0,168.0,56.0
2020-12-22 09:25:53.500,4556.0,4555.0,164.0,114.0
2020-12-22 09:25:54.000,4556.0,4555.0,209.0,125.0
2020-12-22 09:25:54.500,4556.0,4555.0,220.0,124.0
2020-12-22 09:25:55.000,4556.0,4555.0,207.0,134.0
2020-12-22 09:25:55.500,4556.0,4555.0,183.0,110.0
2020-12-22 09:25:56.000,4556.0,4555.0,183.0,103.0
2020-12-22 09:25:56.500,4556.0,4555.0,134.0,93.0
2020-12-22 09:25:57.000,4557.0,4556.0,397.0,8.0
2020-12-22 09:25:57.500,4557.0,4556.0,396.0,7.0
2020-12-22 09:25:58.000,4557.0,4556.0,409.0,14.0
2020-12-22 09:25:58.500,4556.0,4555.0,124.0,178.0
2020-12-22 09:25:59.000,4556.0,4555.0,114.0,168.0
2020-12-22 09:25:59.500,4556.0,4555.0,118.0,164.0
2020-12-22 09:26:00.000,4556.0,4555.0,98.0,164.0
2020-12-22 09:26:00.500,4557.0,4556.0,402.0,13.0
2020-12-22 09:26:01.000,4557.0,4556.0,389.0,29.0
2020-12-22 09:26:01.500,4557.0,4556.0,398.0,66.0
2020-12-22 09:26:02.000,4557.0,4556.0,392.0,174.0
2020-12-22 09:26:02.500,4557.0,4556.0,376.0,218.0
2020-12-22 09:26:03.000,4558.0,4557.0,355.0,99.0
2020-12-22 09:26:03.500,4558.0,4557.0,345.0,211.0
2020-12-22 09:26:04.000,4558.0,4557.0,296.0,253.0
2020-12-22 09:26:04.500,4558.0,4557.0,282.0,304.0
2020-12-22 09:26:05.000,4558.0,4557.0,265.0,289.0
2020-12-22 09:26:05.500,4558.0,4557.0,278.0,297.0
2020-12-22 09:26:06.000,4558.0,4557.0,234.0,292.0
2020-12-22 09:26:06.500,4558.0,4557.0,300.0,242.0
2020-12-22 09:26:07.000,4558.0,4557.0,297.0,227.0
2020-12-22 09:26:07.500,4558.0,4557.0,271.0,189.0
2020-12-22 09:26:08.000,4558.0,4556.0,249.0,209.0
2020-12-22 09:26:08.500,4558.0,4557.0,230.0,4.0
2020-12-22 09:26:09.000,4558.0,4557.0,227.0,45.0
2020-12-22 09:26:09.500,4558.0,4557.0,229.0,73.0
2020-12-22 09:26:10.000,4558.0,4557.0,188.0,74.0
2020-12-22 09:26:10.500,4558.0,4557.0,149.0,81.0
2020-12-22 09:26:11.000,4558.0,4557.0,147.0,112.0
2020-12-22 09:26:11.500,4558.0,4557.0,128.0,128.0
2020-12-22 09:26:12.000,4559.0,4558.0,313.0,109.0
2020-12-22 09:26:12.500,4559.0,4558.0,276.0,10.0
2020-12-22 09:26:13.000,4558.0,4557.0,11.0,131.0
2020-12-22 09:26:13.500,4559.0,4558.0,283.0,32.0
2020-12-22 09:26:14.000,4559.0,4558.0,271.0,39.0
2020-12-22 09:26:14.500,4560.0,4559.0,221.0,98.0
2020-12-22 09:26:15.000,4560.0,4559.0,43.0,158.0
2020-12-22 09:26:15.500,4561.0,4560.0,137.0,200.0
2020-12-22 09:26:16.000,4561.0,4560.0,38.0,236.0
2020-12-22 09:26:16.500,4562.0,4561.0,231.0,49.0
2020-12-22 09:26:17.000,4561.0,4560.0,88.0,230.0
2020-12-22 09:26:17.500,4561.0,4560.0,236.0,2.0
2020-12-22 09:26:18.000,4560.0,4559.0,454.0,206.0
2020-12-22 09:26:18.500,4560.0,4559.0,471.0,181.0
2020-12-22 09:26:19.000,4560.0,4559.0,347.0,75.0
2020-12-22 09:26:19.500,4559.0,4558.0,7.0,252.0
2020-12-22 09:26:20.000,4560.0,4559.0,207.0,33.0
2020-12-22 09:26:20.500,4560.0,4559.0,124.0,96.0
2020-12-22 09:26:21.000,4560.0,4559.0,36.0,133.0
2020-12-22 09:26:21.500,4560.0,4559.0,3.0,264.0
2020-12-22 09:26:22.000,4561.0,4560.0,158.0,102.0
2020-12-22 09:26:22.500,4561.0,4560.0,158.0,107.0
2020-12-22 09:26:23.000,4561.0,4560.0,681.0,50.0
2020-12-22 09:26:23.500,4560.0,4559.0,444.0,265.0
2020-12-22 09:26:24.000,4560.0,4558.0,463.0,224.0
2020-12-22 09:26:24.500,4559.0,4558.0,10.0,218.0
2020-12-22 09:26:25.000,4560.0,4559.0,384.0,9.0
2020-12-22 09:26:25.500,4560.0,4559.0,272.0,76.0
2020-12-22 09:26:26.000,4560.0,4559.0,3.0,169.0
2020-12-22 09:26:26.500,4561.0,4560.0,615.0,378.0
2020-12-22 09:26:27.000,4561.0,4560.0,604.0,395.0
2020-12-22 09:26:27.500,4562.0,4561.0,256.0,1.0
2020-12-22 09:26:28.000,4561.0,4560.0,345.0,435.0
2020-12-22 09:26:28.500,4561.0,4560.0,276.0,382.0
2020-12-22 09:26:29.000,4561.0,4560.0,321.0,440.0
2020-12-22 09:26:29.500,4561.0,4560.0,346.0,425.0
2020-12-22 09:26:30.000,4561.0,4560.0,353.0,4.0
2020-12-22 09:26:30.500,4560.0,4559.0,504.0,92.0
2020-12-22 09:26:31.000,4559.0,4558.0,150.0,137.0
2020-12-22 09:26:31.500,4559.0,4558.0,112.0,123.0
2020-12-22 09:26:32.000,4560.0,4559.0,168.0,31.0
2020-12-22 09:26:32.500,4560.0,4559.0,155.0,53.0
2020-12-22 09:26:33.000,4560.0,4559.0,165.0,81.0
2020-12-22 09:26:33.500,4559.0,4558.0,80.0,223.0
2020-12-22 09:26:34.000,4559.0,4558.0,125.0,297.0
2020-12-22 09:26:34.500,4560.0,4559.0,207.0,10.0
2020-12-22 09:26:35.000,4560.0,4559.0,205.0,46.0
2020-12-22 09:26:35.500,4560.0,4559.0,205.0,636.0
2020-12-22 09:26:36.000,4561.0,4560.0,426.0,133.0
2020-12-22 09:26:36.500,4561.0,4560.0,417.0,201.0
2020-12-22 09:26:37.000,4561.0,4560.0,406.0,294.0
2020-12-22 09:26:37.500,4561.0,4560.0,401.0,276.0
2020-12-22 09:26:38.000,4561.0,4560.0,287.0,248.0
2020-12-22 09:26:38.500,4561.0,4560.0,264.0,244.0
2020-12-22 09:26:39.000,4561.0,4560.0,279.0,143.0
2020-12-22 09:26:39.500,4561.0,4560.0,287.0,216.0
2020-12-22 09:26:40.000,4561.0,4560.0,266.0,1.0
2020-12-22 09:26:40.500,4560.0,4559.0,15.0,641.0
2020-12-22 09:26:41.000,4560.0,4559.0,5.0,641.0
2020-12-22 09:26:41.500,4561.0,4560.0,502.0,1.0
2020-12-22 09:26:42.000,4560.0,4559.0,49.0,637.0
2020-12-22 09:26:42.500,4560.0,4559.0,39.0,638.0
2020-12-22 09:26:43.000,4560.0,4559.0,39.0,638.0
2020-12-22 09:26:43.500,4560.0,4559.0,26.0,633.0
2020-12-22 09:26:44.000,4560.0,4559.0,49.0,633.0
2020-12-22 09:26:44.500,4560.0,4559.0,60.0,634.0
2020-12-22 09:26:45.000,4560.0,4559.0,91.0,638.0
2020-12-22 09:26:45.500,4560.0,4559.0,105.0,249.0
2020-12-22 09:26:46.000,4559.0,4558.0,583.0,337.0
2020-12-22 09:26:46.500,4558.0,4557.0,81.0,157.0
2020-12-22 09:26:47.000,4558.0,4557.0,60.0,118.0
2020-12-22 09:26:47.500,4558.0,4557.0,8.0,156.0
2020-12-22 09:26:48.000,4559.0,4558.0,321.0,18.0
2020-12-22 09:26:48.500,4558.0,4557.0,5.0,169.0
2020-12-22 09:26:49.000,4559.0,4558.0,372.0,1.0
